No.,Time,Tspan(s),G_High,G_Avg,G_Low
47407,2026-05-25 15:44:50:471,1896.165, 112.49,  81.40,  69.08
47408,2026-05-25 15:44:50:511,1896.205, 112.49,  81.07,  65.86
47409,2026-05-25 15:44:50:551,1896.245, 112.49,  81.40,  69.08
47410,2026-05-25 15:44:50:591,1896.285, 112.49,  81.40,  69.08
47411,2026-05-25 15:44:50:631,1896.326, 112.49,  81.40,  69.08
47412,2026-05-25 15:44:50:671,1896.365, 112.49,  81.07,  69.08
47413,2026-05-25 15:44:50:711,1896.405, 112.49,  81.07,  65.86
47414,2026-05-25 15:44:50:751,1896.445, 112.49,  81.40,  69.08
47415,2026-05-25 15:44:50:791,1896.485, 112.49,  81.07,  69.08
47416,2026-05-25 15:44:50:831,1896.525, 112.49,  81.07,  69.08
47417,2026-05-25 15:44:50:872,1896.566, 112.49,  81.07,  65.86
47418,2026-05-25 15:44:50:911,1896.606, 112.49,  81.07,  65.86
47419,2026-05-25 15:44:50:951,1896.646, 112.49,  80.74,  69.08
47420,2026-05-25 15:44:50:991,1896.685, 112.49,  80.74,  65.86
47421,2026-05-25 15:44:51:031,1896.725, 112.49,  80.74,  65.86
47422,2026-05-25 15:44:51:071,1896.765, 112.49,  81.40,  69.08
47423,2026-05-25 15:44:51:111,1896.805, 112.49,  81.07,  69.08
47424,2026-05-25 15:44:51:151,1896.845, 112.49,  80.74,  65.86
47425,2026-05-25 15:44:51:191,1896.885, 112.49,  80.74,  65.86
47426,2026-05-25 15:44:51:231,1896.925, 112.49,  80.74,  65.86
47427,2026-05-25 15:44:51:271,1896.965, 112.49,  81.07,  69.08
47428,2026-05-25 15:44:51:312,1897.006, 112.49,  81.07,  65.86
47429,2026-05-25 15:44:51:352,1897.046, 112.49,  81.07,  69.08
47430,2026-05-25 15:44:51:392,1897.086, 112.49,  81.07,  65.86
47431,2026-05-25 15:44:51:431,1897.126, 112.49,  80.74,  65.86
47432,2026-05-25 15:44:51:471,1897.166, 112.49,  80.74,  65.86
47433,2026-05-25 15:44:51:511,1897.206, 112.49,  81.07,  65.86
47434,2026-05-25 15:44:51:551,1897.246, 112.49,  81.07,  65.86
47435,2026-05-25 15:44:51:591,1897.286, 112.49,  81.07,  65.86
47436,2026-05-25 15:44:51:631,1897.326, 112.49,  81.07,  69.08
47437,2026-05-25 15:44:51:671,1897.366, 112.49,  80.74,  65.86
47438,2026-05-25 15:44:51:711,1897.406, 112.49,  80.74,  65.86
47439,2026-05-25 15:44:51:751,1897.445, 112.49,  80.74,  65.86
47440,2026-05-25 15:44:51:792,1897.486, 112.49,  80.41,  65.86
47441,2026-05-25 15:44:51:831,1897.526, 112.49,  80.41,  65.86
47442,2026-05-25 15:44:51:871,1897.565, 112.49,  80.74,  65.86
47443,2026-05-25 15:44:51:912,1897.606, 112.49,  80.74,  65.86
47444,2026-05-25 15:44:51:951,1897.645, 112.49,  80.74,  65.86
47445,2026-05-25 15:44:51:991,1897.685, 112.49,  80.74,  69.08
47446,2026-05-25 15:44:52:031,1897.725, 112.49,  80.74,  65.86
47447,2026-05-25 15:44:52:071,1897.765, 112.49,  81.07,  65.86
47448,2026-05-25 15:44:52:111,1897.805, 112.49,  80.74,  65.86
47449,2026-05-25 15:44:52:151,1897.845, 112.49,  80.74,  65.86
47450,2026-05-25 15:44:52:191,1897.885, 112.49,  80.74,  62.57
47451,2026-05-25 15:44:52:232,1897.926, 112.49,  80.74,  62.57
47452,2026-05-25 15:44:52:272,1897.966, 112.49,  80.74,  69.08
47453,2026-05-25 15:44:52:311,1898.006, 112.49,  80.74,  65.86
47454,2026-05-25 15:44:52:351,1898.046, 112.49,  80.74,  65.86
47455,2026-05-25 15:44:52:391,1898.086, 112.49,  80.74,  65.86
47456,2026-05-25 15:44:52:432,1898.126, 112.49,  80.41,  65.86
47457,2026-05-25 15:44:52:471,1898.166, 112.49,  80.41,  65.86
47458,2026-05-25 15:44:52:511,1898.206, 112.49,  80.41,  65.86
47459,2026-05-25 15:44:52:551,1898.246, 112.49,  80.41,  65.86
47460,2026-05-25 15:44:52:591,1898.286, 112.49,  80.74,  65.86
47461,2026-05-25 15:44:52:631,1898.326, 112.49,  80.41,  65.86
47462,2026-05-25 15:44:52:671,1898.365, 112.49,  80.74,  65.86
47463,2026-05-25 15:44:52:711,1898.405, 112.49,  80.74,  65.86
47464,2026-05-25 15:44:52:751,1898.445, 112.49,  80.74,  65.86
47465,2026-05-25 15:44:52:791,1898.485, 112.49,  80.74,  65.86
47466,2026-05-25 15:44:52:831,1898.525, 112.49,  80.74,  65.86
47467,2026-05-25 15:44:52:871,1898.565, 112.49,  80.74,  65.86
47468,2026-05-25 15:44:52:911,1898.605, 112.49,  80.74,  65.86
47469,2026-05-25 15:44:52:952,1898.646, 112.49,  80.74,  65.86
47470,2026-05-25 15:44:52:991,1898.685, 112.49,  80.74,  69.08
47471,2026-05-25 15:44:53:031,1898.725, 112.49,  80.41,  69.08
47472,2026-05-25 15:44:53:071,1898.765, 112.49,  80.41,  65.86
47473,2026-05-25 15:44:53:111,1898.805, 112.49,  80.41,  65.86
47474,2026-05-25 15:44:53:151,1898.845, 112.49,  80.41,  65.86
47475,2026-05-25 15:44:53:191,1898.885, 112.49,  80.41,  62.57
47476,2026-05-25 15:44:53:231,1898.926, 112.49,  80.41,  65.86
47477,2026-05-25 15:44:53:271,1898.965, 112.49,  80.41,  65.86
47478,2026-05-25 15:44:53:311,1899.006, 112.49,  80.74,  65.86
47479,2026-05-25 15:44:53:352,1899.046, 112.49,  80.74,  65.86
47480,2026-05-25 15:44:53:391,1899.086, 112.49,  80.41,  65.86
47481,2026-05-25 15:44:53:431,1899.126, 112.49,  80.41,  62.57
47482,2026-05-25 15:44:53:472,1899.166, 112.49,  80.41,  69.08
47483,2026-05-25 15:44:53:511,1899.206, 112.49,  80.41,  65.86
47484,2026-05-25 15:44:53:551,1899.246, 112.49,  80.74,  69.08
47485,2026-05-25 15:44:53:591,1899.286, 112.49,  83.05,  71.90
47486,2026-05-25 15:44:53:631,1899.326, 112.49,  83.05,  69.08
47487,2026-05-25 15:44:53:671,1899.366, 112.49,  83.37,  71.90
47488,2026-05-25 15:44:53:711,1899.406, 112.49,  83.37,  69.08
47489,2026-05-25 15:44:53:751,1899.445, 115.02,  83.70,  69.08
47490,2026-05-25 15:44:53:791,1899.486, 117.25,  83.70,  71.90
47491,2026-05-25 15:44:53:831,1899.526, 112.49,  83.37,  71.90
47492,2026-05-25 15:44:53:871,1899.565, 115.02,  83.37,  71.90
47493,2026-05-25 15:44:53:911,1899.605, 112.49,  83.37,  71.90
47494,2026-05-25 15:44:53:951,1899.645, 112.49,  83.05,  69.08
47495,2026-05-25 15:44:53:992,1899.686, 112.49,  82.72,  69.08
47496,2026-05-25 15:44:54:031,1899.725, 112.49,  83.05,  69.08
47497,2026-05-25 15:44:54:071,1899.765, 112.49,  82.72,  69.08
47498,2026-05-25 15:44:54:111,1899.805, 112.49,  83.05,  71.90
47499,2026-05-25 15:44:54:151,1899.845, 112.49,  83.05,  69.08
47500,2026-05-25 15:44:54:191,1899.885, 112.49,  82.72,  69.08
47501,2026-05-25 15:44:54:232,1899.926, 112.49,  83.05,  69.08
47502,2026-05-25 15:44:54:272,1899.966, 112.49,  83.05,  71.90
47503,2026-05-25 15:44:54:311,1900.006, 112.49,  83.05,  69.08
47504,2026-05-25 15:44:54:351,1900.046, 112.49,  83.05,  71.90
47505,2026-05-25 15:44:54:391,1900.086, 112.49,  83.05,  69.08
47506,2026-05-25 15:44:54:431,1900.126, 112.49,  83.37,  69.08
47507,2026-05-25 15:44:54:471,1900.166, 112.49,  83.37,  71.90
47508,2026-05-25 15:44:54:512,1900.206, 112.49,  83.05,  71.90
47509,2026-05-25 15:44:54:551,1900.246, 112.49,  83.37,  71.90
47510,2026-05-25 15:44:54:592,1900.286, 112.49,  83.05,  69.08
47511,2026-05-25 15:44:54:631,1900.326, 112.49,  83.05,  69.08
47512,2026-05-25 15:44:54:671,1900.365, 112.49,  83.37,  69.08
47513,2026-05-25 15:44:54:711,1900.406, 112.49,  83.05,  71.90
47514,2026-05-25 15:44:54:751,1900.445, 112.49,  83.05,  71.90
47515,2026-05-25 15:44:54:791,1900.485, 112.49,  83.05,  71.90
47516,2026-05-25 15:44:54:831,1900.525, 112.49,  83.05,  69.08
47517,2026-05-25 15:44:54:871,1900.565, 112.49,  83.05,  71.90
47518,2026-05-25 15:44:54:911,1900.605, 112.49,  83.05,  69.08
47519,2026-05-25 15:44:54:951,1900.645, 112.49,  83.05,  71.90
47520,2026-05-25 15:44:54:991,1900.685, 112.49,  83.05,  69.08
47521,2026-05-25 15:44:55:032,1900.726, 112.49,  83.05,  71.90
47522,2026-05-25 15:44:55:071,1900.765, 112.49,  82.72,  71.90
47523,2026-05-25 15:44:55:111,1900.805, 112.49,  82.72,  71.90
47524,2026-05-25 15:44:55:151,1900.845, 112.49,  82.39,  69.08
47525,2026-05-25 15:44:55:191,1900.885, 112.49,  82.72,  69.08
47526,2026-05-25 15:44:55:231,1900.925, 112.49,  82.72,  69.08
47527,2026-05-25 15:44:55:271,1900.966, 112.49,  82.72,  69.08
47528,2026-05-25 15:44:55:312,1901.006, 112.49,  82.72,  71.90
47529,2026-05-25 15:44:55:354,1901.049, 112.49,  82.72,  69.08
47530,2026-05-25 15:44:55:391,1901.086, 112.49,  83.05,  69.08
47531,2026-05-25 15:44:55:431,1901.126, 112.49,  82.72,  69.08
47532,2026-05-25 15:44:55:471,1901.166, 112.49,  83.05,  69.08
47533,2026-05-25 15:44:55:511,1901.206, 112.49,  82.39,  69.08
47534,2026-05-25 15:44:55:552,1901.246, 112.49,  82.39,  69.08
47535,2026-05-25 15:44:55:591,1901.286, 112.49,  82.39,  65.86
47536,2026-05-25 15:44:55:631,1901.326, 112.49,  82.72,  71.90
47537,2026-05-25 15:44:55:671,1901.366, 112.49,  82.72,  69.08
47538,2026-05-25 15:44:55:711,1901.406, 112.49,  83.05,  71.90
47539,2026-05-25 15:44:55:751,1901.445, 112.49,  83.05,  71.90
47540,2026-05-25 15:44:55:791,1901.486, 112.49,  83.05,  69.08
47541,2026-05-25 15:44:55:831,1901.526, 112.49,  82.72,  69.08
47542,2026-05-25 15:44:55:871,1901.565, 112.49,  83.05,  69.08
47543,2026-05-25 15:44:55:911,1901.605, 112.49,  83.05,  71.90
47544,2026-05-25 15:44:55:951,1901.645, 112.49,  82.72,  71.90
47545,2026-05-25 15:44:55:991,1901.685, 112.49,  82.72,  69.08
47546,2026-05-25 15:44:56:031,1901.725, 112.49,  82.72,  69.08
47547,2026-05-25 15:44:56:072,1901.766, 112.49,  83.05,  71.90
47548,2026-05-25 15:44:56:111,1901.805, 112.49,  82.72,  69.08
47549,2026-05-25 15:44:56:151,1901.845, 112.49,  82.72,  69.08
47550,2026-05-25 15:44:56:191,1901.885, 112.49,  82.72,  69.08
47551,2026-05-25 15:44:56:231,1901.925, 112.49,  82.39,  69.08
47552,2026-05-25 15:44:56:272,1901.966, 112.49,  82.72,  69.08
47553,2026-05-25 15:44:56:311,1902.005, 112.49,  83.05,  69.08
47554,2026-05-25 15:44:56:351,1902.045, 112.49,  83.05,  71.90
47555,2026-05-25 15:44:56:391,1902.085, 112.49,  83.05,  71.90
47556,2026-05-25 15:44:56:431,1902.125, 112.49,  83.37,  69.08
47557,2026-05-25 15:44:56:471,1902.165, 112.49,  83.05,  71.90
47558,2026-05-25 15:44:56:511,1902.205, 112.49,  83.05,  69.08
47559,2026-05-25 15:44:56:551,1902.245, 112.49,  83.37,  69.08
47560,2026-05-25 15:44:56:592,1902.286, 112.49,  83.05,  69.08
47561,2026-05-25 15:44:56:631,1902.326, 112.49,  83.05,  71.90
47562,2026-05-25 15:44:56:671,1902.365, 112.49,  83.37,  69.08
47563,2026-05-25 15:44:56:711,1902.405, 112.49,  83.37,  71.90
47564,2026-05-25 15:44:56:751,1902.445, 112.49,  83.37,  71.90
47565,2026-05-25 15:44:56:791,1902.485, 112.49,  83.70,  69.08
47566,2026-05-25 15:44:56:831,1902.525, 112.49,  83.37,  69.08
47567,2026-05-25 15:44:56:871,1902.565, 112.49,  82.39,  71.90
47568,2026-05-25 15:44:56:911,1902.605, 112.49,  82.72,  69.08
47569,2026-05-25 15:44:56:951,1902.646, 112.49,  82.72,  69.08
47570,2026-05-25 15:44:56:991,1902.685, 112.49,  82.72,  69.08
47571,2026-05-25 15:44:57:032,1902.726, 112.49,  82.39,  69.08
47572,2026-05-25 15:44:57:071,1902.765, 112.49,  83.05,  69.08
47573,2026-05-25 15:44:57:112,1902.806, 112.49,  83.37,  71.90
47574,2026-05-25 15:44:57:151,1902.845, 112.49,  83.37,  71.90
47575,2026-05-25 15:44:57:191,1902.885, 112.49,  83.37,  71.90
47576,2026-05-25 15:44:57:231,1902.926, 112.49,  83.37,  71.90
47577,2026-05-25 15:44:57:272,1902.966, 112.49,  83.37,  71.90
47578,2026-05-25 15:44:57:311,1903.006, 112.49,  83.05,  69.08
47579,2026-05-25 15:44:57:352,1903.046, 112.49,  83.37,  71.90
47580,2026-05-25 15:44:57:392,1903.086, 112.49,  83.70,  71.90
47581,2026-05-25 15:44:57:431,1903.126, 112.49,  83.70,  69.08
47582,2026-05-25 15:44:57:471,1903.166, 112.49,  83.70,  71.90
47583,2026-05-25 15:44:57:511,1903.206, 112.49,  83.70,  71.90
47584,2026-05-25 15:44:57:551,1903.246, 112.49,  84.03,  71.90
47585,2026-05-25 15:44:57:591,1903.286, 112.49,  84.03,  71.90
47586,2026-05-25 15:44:57:632,1903.326, 112.49,  84.03,  71.90
47587,2026-05-25 15:44:57:671,1903.365, 110.21,  82.06,  69.08
47588,2026-05-25 15:44:57:711,1903.405, 110.21,  81.73,  71.90
47589,2026-05-25 15:44:57:751,1903.446, 110.21,  81.73,  65.86
47590,2026-05-25 15:44:57:791,1903.486, 110.21,  81.73,  69.08
47591,2026-05-25 15:44:57:831,1903.525, 110.21,  81.73,  69.08
47592,2026-05-25 15:44:57:871,1903.565, 110.21,  81.40,  69.08
47593,2026-05-25 15:44:57:911,1903.605, 110.21,  81.40,  69.08
47594,2026-05-25 15:44:57:951,1903.645, 112.49,  81.73,  65.86
47595,2026-05-25 15:44:57:991,1903.685, 110.21,  81.73,  69.08
47596,2026-05-25 15:44:58:031,1903.725, 110.21,  81.40,  69.08
47597,2026-05-25 15:44:58:071,1903.765, 110.21,  81.40,  69.08
47598,2026-05-25 15:44:58:111,1903.805, 110.21,  81.73,  69.08
47599,2026-05-25 15:44:58:152,1903.847, 110.21,  81.73,  65.86
47600,2026-05-25 15:44:58:191,1903.885, 110.21,  81.73,  71.90
47601,2026-05-25 15:44:58:231,1903.925, 110.21,  81.73,  69.08
47602,2026-05-25 15:44:58:272,1903.966, 110.21,  81.73,  69.08
47603,2026-05-25 15:44:58:311,1904.005, 110.21,  81.40,  65.86
47604,2026-05-25 15:44:58:352,1904.046, 110.21,  81.73,  71.90
47605,2026-05-25 15:44:58:391,1904.086, 110.21,  81.73,  65.86
47606,2026-05-25 15:44:58:432,1904.126, 110.21,  81.40,  65.86
47607,2026-05-25 15:44:58:471,1904.166, 110.21,  81.73,  71.90
47608,2026-05-25 15:44:58:511,1904.206, 110.21,  81.73,  69.08
47609,2026-05-25 15:44:58:551,1904.246, 110.21,  81.73,  69.08
47610,2026-05-25 15:44:58:592,1904.286, 110.21,  81.73,  69.08
47611,2026-05-25 15:44:58:631,1904.326, 110.21,  82.06,  65.86
47612,2026-05-25 15:44:58:672,1904.366, 110.21,  81.73,  71.90
47613,2026-05-25 15:44:58:711,1904.406, 110.21,  81.73,  69.08
47614,2026-05-25 15:44:58:751,1904.445, 110.21,  81.73,  69.08
47615,2026-05-25 15:44:58:791,1904.485, 110.21,  82.06,  69.08
47616,2026-05-25 15:44:58:831,1904.525, 110.21,  81.73,  69.08
47617,2026-05-25 15:44:58:871,1904.565, 110.21,  82.06,  69.08
47618,2026-05-25 15:44:58:911,1904.605, 110.21,  82.06,  69.08
47619,2026-05-25 15:44:58:951,1904.645, 110.21,  82.06,  69.08
47620,2026-05-25 15:44:58:991,1904.685, 110.21,  82.06,  69.08
47621,2026-05-25 15:44:59:031,1904.725, 110.21,  82.06,  71.90
47622,2026-05-25 15:44:59:071,1904.765, 110.21,  82.06,  69.08
47623,2026-05-25 15:44:59:111,1904.805, 110.21,  82.06,  69.08
47624,2026-05-25 15:44:59:151,1904.845, 110.21,  81.40,  69.08
47625,2026-05-25 15:44:59:192,1904.886, 110.21,  81.73,  69.08
47626,2026-05-25 15:44:59:231,1904.925, 110.21,  82.06,  65.86
47627,2026-05-25 15:44:59:271,1904.965, 110.21,  81.73,  69.08
47628,2026-05-25 15:44:59:311,1905.005, 110.21,  81.73,  69.08
47629,2026-05-25 15:44:59:351,1905.045, 110.21,  81.73,  65.86
47630,2026-05-25 15:44:59:391,1905.085, 107.62,  81.40,  65.86
47631,2026-05-25 15:44:59:431,1905.126, 110.21,  81.73,  69.08
47632,2026-05-25 15:44:59:471,1905.165, 110.21,  81.73,  69.08
47633,2026-05-25 15:44:59:511,1905.205, 110.21,  81.40,  69.08
47634,2026-05-25 15:44:59:551,1905.245, 110.21,  81.07,  69.08
47635,2026-05-25 15:44:59:591,1905.285, 107.62,  81.07,  69.08
47636,2026-05-25 15:44:59:631,1905.325, 110.21,  80.74,  65.86
47637,2026-05-25 15:44:59:671,1905.366, 107.62,  80.74,  65.86
47638,2026-05-25 15:44:59:712,1905.406, 110.21,  81.07,  65.86
47639,2026-05-25 15:44:59:751,1905.445, 112.49,  81.40,  69.08
47640,2026-05-25 15:44:59:791,1905.486, 107.62,  81.40,  65.86
47641,2026-05-25 15:44:59:831,1905.526, 110.21,  81.40,  69.08
47642,2026-05-25 15:44:59:871,1905.565, 107.62,  81.40,  69.08
47643,2026-05-25 15:44:59:911,1905.605, 110.21,  81.73,  69.08
47644,2026-05-25 15:44:59:951,1905.645, 110.21,  81.40,  69.08
47645,2026-05-25 15:44:59:991,1905.685, 107.62,  81.73,  71.90
47646,2026-05-25 15:45:00:031,1905.726, 107.62,  81.73,  69.08
47647,2026-05-25 15:45:00:071,1905.765, 110.21,  81.40,  69.08
47648,2026-05-25 15:45:00:111,1905.805, 112.49,  81.40,  69.08
47649,2026-05-25 15:45:00:151,1905.845, 107.62,  81.07,  69.08
47650,2026-05-25 15:45:00:191,1905.885, 107.62,  80.74,  65.86
47651,2026-05-25 15:45:00:232,1905.927, 107.62,  80.74,  65.86
47652,2026-05-25 15:45:00:272,1905.966, 110.21,  80.74,  65.86
47653,2026-05-25 15:45:00:311,1906.006, 110.21,  80.74,  65.86
47654,2026-05-25 15:45:00:352,1906.046, 110.21,  80.74,  65.86
47655,2026-05-25 15:45:00:391,1906.086, 107.62,  80.41,  65.86
47656,2026-05-25 15:45:00:432,1906.126, 107.62,  80.41,  69.08
47657,2026-05-25 15:45:00:471,1906.166, 107.62,  80.41,  65.86
47658,2026-05-25 15:45:00:511,1906.206, 107.62,  80.74,  65.86
47659,2026-05-25 15:45:00:552,1906.246, 110.21,  80.74,  65.86
47660,2026-05-25 15:45:00:591,1906.286, 107.62,  80.74,  69.08
47661,2026-05-25 15:45:00:632,1906.326, 107.62,  81.07,  65.86
47662,2026-05-25 15:45:00:672,1906.366, 107.62,  81.07,  69.08
47663,2026-05-25 15:45:00:712,1906.406, 107.62,  81.07,  65.86
47664,2026-05-25 15:45:00:752,1906.446, 110.21,  81.07,  65.86
47665,2026-05-25 15:45:00:791,1906.485, 107.62,  80.74,  65.86
47666,2026-05-25 15:45:00:831,1906.525, 110.21,  80.74,  65.86
47667,2026-05-25 15:45:00:871,1906.565, 110.21,  81.07,  69.08
47668,2026-05-25 15:45:00:911,1906.605, 107.62,  81.07,  69.08
47669,2026-05-25 15:45:00:951,1906.645, 107.62,  81.40,  69.08
47670,2026-05-25 15:45:00:991,1906.685, 107.62,  81.07,  69.08
47671,2026-05-25 15:45:01:031,1906.725, 110.21,  81.07,  69.08
47672,2026-05-25 15:45:01:071,1906.765, 110.21,  81.40,  69.08
47673,2026-05-25 15:45:01:111,1906.805, 107.62,  81.07,  69.08
47674,2026-05-25 15:45:01:151,1906.846, 107.62,  81.07,  65.86
47675,2026-05-25 15:45:01:191,1906.885, 107.62,  81.07,  69.08
47676,2026-05-25 15:45:01:231,1906.926, 110.21,  81.07,  69.08
47677,2026-05-25 15:45:01:272,1906.966, 107.62,  81.07,  69.08
47678,2026-05-25 15:45:01:312,1907.006, 110.21,  81.07,  69.08
47679,2026-05-25 15:45:01:352,1907.046, 107.62,  80.74,  69.08
47680,2026-05-25 15:45:01:391,1907.086, 107.62,  81.40,  65.86
47681,2026-05-25 15:45:01:432,1907.126, 110.21,  81.40,  69.08
47682,2026-05-25 15:45:01:471,1907.166, 110.21,  81.40,  69.08
47683,2026-05-25 15:45:01:511,1907.206, 107.62,  81.40,  69.08
47684,2026-05-25 15:45:01:551,1907.246, 110.21,  81.73,  69.08
47685,2026-05-25 15:45:01:591,1907.286, 107.62,  81.73,  69.08
47686,2026-05-25 15:45:01:631,1907.326, 107.62,  81.40,  69.08
47687,2026-05-25 15:45:01:671,1907.366, 107.62,  81.07,  69.08
47688,2026-05-25 15:45:01:711,1907.406, 107.62,  81.07,  69.08
47689,2026-05-25 15:45:01:751,1907.445, 107.62,  81.07,  65.86
47690,2026-05-25 15:45:01:793,1907.487, 107.62,  80.74,  69.08
47691,2026-05-25 15:45:01:831,1907.526, 107.62,  80.74,  69.08
47692,2026-05-25 15:45:01:873,1907.567, 107.62,  80.74,  69.08
47693,2026-05-25 15:45:01:911,1907.606, 107.62,  80.74,  65.86
47694,2026-05-25 15:45:01:951,1907.646, 110.21,  80.41,  65.86
47695,2026-05-25 15:45:01:991,1907.686, 107.62,  80.74,  69.08
47696,2026-05-25 15:45:02:031,1907.726, 107.62,  80.41,  65.86
47697,2026-05-25 15:45:02:071,1907.766, 107.62,  80.41,  65.86
47698,2026-05-25 15:45:02:111,1907.806, 107.62,  80.41,  65.86
47699,2026-05-25 15:45:02:151,1907.846, 110.21,  80.08,  65.86
47700,2026-05-25 15:45:02:191,1907.885, 105.29,  80.41,  65.86
47701,2026-05-25 15:45:02:232,1907.926, 107.62,  80.41,  65.86
47702,2026-05-25 15:45:02:272,1907.966, 105.29,  80.08,  65.86
47703,2026-05-25 15:45:02:312,1908.006, 105.29,  80.08,  65.86
47704,2026-05-25 15:45:02:351,1908.046, 105.29,  80.41,  65.86
47705,2026-05-25 15:45:02:391,1908.086, 107.62,  80.41,  65.86
47706,2026-05-25 15:45:02:432,1908.126, 110.21,  80.41,  65.86
47707,2026-05-25 15:45:02:471,1908.166, 107.62,  80.41,  65.86
47708,2026-05-25 15:45:02:511,1908.206, 105.29,  80.08,  65.86
47709,2026-05-25 15:45:02:552,1908.246, 105.29,  80.08,  65.86
47710,2026-05-25 15:45:02:591,1908.286, 105.29,  80.08,  62.57
47711,2026-05-25 15:45:02:631,1908.325, 107.62,  80.08,  65.86
47712,2026-05-25 15:45:02:672,1908.366, 107.62,  80.08,  65.86
47713,2026-05-25 15:45:02:711,1908.406, 105.29,  80.08,  65.86
47714,2026-05-25 15:45:02:751,1908.445, 105.29,  80.41,  65.86
47715,2026-05-25 15:45:02:791,1908.485, 107.62,  80.41,  69.08
47716,2026-05-25 15:45:02:832,1908.526, 107.62,  80.74,  65.86
47717,2026-05-25 15:45:02:871,1908.565, 110.21,  80.41,  65.86
47718,2026-05-25 15:45:02:911,1908.605, 107.62,  80.41,  65.86
47719,2026-05-25 15:45:02:951,1908.645, 107.62,  80.41,  69.08
47720,2026-05-25 15:45:02:991,1908.685, 105.29,  80.41,  65.86
47721,2026-05-25 15:45:03:031,1908.725, 105.29,  80.74,  65.86
47722,2026-05-25 15:45:03:071,1908.765, 107.62,  80.74,  65.86
47723,2026-05-25 15:45:03:111,1908.805, 105.29,  80.41,  65.86
47724,2026-05-25 15:45:03:151,1908.845, 105.29,  80.41,  62.57
47725,2026-05-25 15:45:03:191,1908.885, 107.62,  80.41,  65.86
47726,2026-05-25 15:45:03:231,1908.925, 105.29,  80.41,  65.86
47727,2026-05-25 15:45:03:271,1908.965, 107.62,  80.41,  65.86
47728,2026-05-25 15:45:03:311,1909.005, 107.62,  80.41,  65.86
47729,2026-05-25 15:45:03:352,1909.047, 107.62,  80.74,  65.86
47730,2026-05-25 15:45:03:391,1909.086, 107.62,  80.74,  69.08
47731,2026-05-25 15:45:03:431,1909.126, 107.62,  80.41,  65.86
47732,2026-05-25 15:45:03:472,1909.166, 105.29,  80.74,  65.86
47733,2026-05-25 15:45:03:515,1909.210, 105.29,  80.74,  65.86
47734,2026-05-25 15:45:03:551,1909.246, 105.29,  80.74,  69.08
47735,2026-05-25 15:45:03:591,1909.286, 105.29,  80.74,  65.86
47736,2026-05-25 15:45:03:631,1909.326, 691.00,  81.07,  65.86
47737,2026-05-25 15:45:03:671,1909.366, 961.16,  81.73,  69.08
47738,2026-05-25 15:45:03:711,1909.406,1055.92,  82.06,  65.86
47739,2026-05-25 15:45:03:751,1909.445,1113.01,  82.72,  65.86
47740,2026-05-25 15:45:03:791,1909.486,1163.87,  82.72,  65.86
47741,2026-05-25 15:45:03:831,1909.525,1193.80,  82.72,  69.08
47742,2026-05-25 15:45:03:876,1909.571,1178.31,  83.37,  65.86
47743,2026-05-25 15:45:03:911,1909.605,1125.35,  83.05,  65.86
